Name,Unique ID,Indicator ID,Measure,Measure Info,Geo Join ID,Geo Type Name,Geo Place Name,Time Period,Start_Date,Data Value,Message
Fine particles (PM 2.5),170201,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Annual Average 2009,12/01/2008,10.34,
Fine particles (PM 2.5),170319,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Annual Average 2011,12/01/2010,10.08,
Fine particles (PM 2.5),334294,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Annual Average 2015,01/01/2015,8.42,
Fine particles (PM 2.5),650007,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Winter 2018-19,12/01/2018,6.82,
Fine particles (PM 2.5),177954,365,Mean,mcg/m3,211,UHF42,Williamsburg - Bushwick,Summer 2013,06/01/2013,12.2,
Fine particles (PM 2.5),178542,365,Mean,mcg/m3,211,UHF42,Williamsburg - Bushwick,Annual Average 2012,12/01/2011,9.7,
Fine particles (PM 2.5),177958,365,Mean,mcg/m3,304,UHF42,Upper West Side,Summer 2013,06/01/2013,11.38,
Fine particles (PM 2.5),605714,365,Mean,mcg/m3,211,UHF42,Williamsburg - Bushwick,Annual Average 2018,01/01/2018,8.11,
Fine particles (PM 2.5),742214,365,Mean,mcg/m3,211,UHF42,Williamsburg - Bushwick,Summer 2021,06/01/2021,9.21,
Fine particles (PM 2.5),178546,365,Mean,mcg/m3,304,UHF42,Upper West Side,Annual Average 2012,12/01/2011,10.46,
Fine particles (PM 2.5),169434,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Summer 2011,06/01/2011,11.35,
Fine particles (PM 2.5),169375,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Summer 2010,06/01/2010,11.73,
Fine particles (PM 2.5),411077,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Winter 2015-16,12/01/2015,8.12,
Fine particles (PM 2.5),411078,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Summer 2016,06/01/2016,8.03,
Fine particles (PM 2.5),742504,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Winter 2020-21,12/01/2020,6.65,
Fine particles (PM 2.5),168490,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Winter 2009-10,12/01/2009,10.2,
Fine particles (PM 2.5),168608,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Winter 2011-12,12/01/2011,9.17,
Fine particles (PM 2.5),606006,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Summer 2018,06/01/2018,8.18,
Fine particles (PM 2.5),669921,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Summer 2020,06/01/2020,6.7,
Fine particles (PM 2.5),168483,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Winter 2009-10,12/01/2009,10.69,
Fine particles (PM 2.5),168601,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Winter 2011-12,12/01/2011,10.2,
Fine particles (PM 2.5),214138,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Annual Average 2014,12/01/2013,9.7,
Fine particles (PM 2.5),547689,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Summer 2017,06/01/2017,9.87,
Fine particles (PM 2.5),547691,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Winter 2016-17,12/01/2016,8.37,
Fine particles (PM 2.5),669900,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Summer 2020,06/01/2020,7.28,
Fine particles (PM 2.5),605985,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Summer 2018,06/01/2018,8.82,
Fine particles (PM 2.5),334239,365,Mean,mcg/m3,207,CD,Kingsbridge Heights and Bedford (CD7),Winter 2014-15,12/01/2014,10.37,
Fine particles (PM 2.5),547654,365,Mean,mcg/m3,207,CD,Kingsbridge Heights and Bedford (CD7),Annual Average 2017,01/01/2017,7.73,
Fine particles (PM 2.5),742449,365,Mean,mcg/m3,207,CD,Kingsbridge Heights and Bedford (CD7),Annual Average 2021,01/01/2021,6.64,
Fine particles (PM 2.5),177790,365,Mean,mcg/m3,304,UHF42,Upper West Side,Summer 2009,06/01/2009,12.13,
Fine particles (PM 2.5),170194,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Annual Average 2009,12/01/2008,11.13,
Fine particles (PM 2.5),170312,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Annual Average 2011,12/01/2010,10.92,
Fine particles (PM 2.5),213961,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Summer 2014,06/01/2014,9.55,
Fine particles (PM 2.5),334273,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Annual Average 2015,01/01/2015,9.56,
Fine particles (PM 2.5),669898,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Annual Average 2020,01/01/2020,6.47,
Fine particles (PM 2.5),649787,365,Mean,mcg/m3,504,UHF42,South Beach - Tottenville,Summer 2019,06/01/2019,7.25,
Fine particles (PM 2.5),177338,365,Mean,mcg/m3,404,UHF42,Bayside - Little Neck,Winter 2012-13,12/01/2012,9.4,
Fine particles (PM 2.5),178472,365,Mean,mcg/m3,404,UHF42,Bayside - Little Neck,Annual Average 2010,12/01/2009,8.98,
Fine particles (PM 2.5),334046,365,Mean,mcg/m3,404,UHF42,Bayside - Little Neck,Summer 2015,06/01/2015,9.07,
Fine particles (PM 2.5),649757,365,Mean,mcg/m3,404,UHF42,Bayside - Little Neck,Summer 2019,06/01/2019,7.29,
Fine particles (PM 2.5),669744,365,Mean,mcg/m3,404,UHF42,Bayside - Little Neck,Winter 2019-20,12/01/2019,7.65,
Fine particles (PM 2.5),177348,365,Mean,mcg/m3,504,UHF42,South Beach - Tottenville,Winter 2012-13,12/01/2012,9.57,
Fine particles (PM 2.5),169427,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Summer 2011,06/01/2011,12.09,
Fine particles (PM 2.5),169368,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Summer 2010,06/01/2010,12.53,
Fine particles (PM 2.5),411076,365,Mean,mcg/m3,313,CD,Coney Island (CD13),Annual Average 2016,12/31/2015,6.65,
Fine particles (PM 2.5),179511,365,Mean,mcg/m3,4,Borough,Queens,Winter 2011-12,12/01/2011,8.8,
Fine particles (PM 2.5),211438,365,Mean,mcg/m3,4,Borough,Queens,Annual Average 2014,12/01/2013,8.6,
Fine particles (PM 2.5),547362,365,Mean,mcg/m3,4,Borough,Queens,Summer 2017,06/01/2017,8.78,
Fine particles (PM 2.5),170379,365,Mean,mcg/m3,315,CD,Sheepshead Bay (CD15),Annual Average 2012,12/01/2011,8.32,
Fine particles (PM 2.5),605847,365,Mean,mcg/m3,401,UHF34,Long Island City - Astoria,Summer 2018,06/01/2018,9.43,
Fine particles (PM 2.5),173200,365,Mean,mcg/m3,206,UHF34,Borough Park,Winter 2011-12,12/01/2011,9.16,
Fine particles (PM 2.5),173132,365,Mean,mcg/m3,206,UHF34,Borough Park,Winter 2009-10,12/01/2009,10.05,
Fine particles (PM 2.5),547523,365,Mean,mcg/m3,206,UHF34,Borough Park,Winter 2016-17,12/01/2016,7.62,
Fine particles (PM 2.5),547521,365,Mean,mcg/m3,206,UHF34,Borough Park,Summer 2017,06/01/2017,8.8,
Fine particles (PM 2.5),669654,365,Mean,mcg/m3,401,UHF34,Long Island City - Astoria,Winter 2019-20,12/01/2019,8.31,
Fine particles (PM 2.5),173678,365,Mean,mcg/m3,208,UHF34,Canarsie - Flatlands,Summer 2011,06/01/2011,11.12,
Fine particles (PM 2.5),742321,365,Mean,mcg/m3,208,UHF34,Canarsie - Flatlands,Winter 2020-21,12/01/2020,6.55,
Fine particles (PM 2.5),174220,365,Mean,mcg/m3,206,UHF34,Borough Park,Annual Average 2012,12/01/2011,8.89,
Fine particles (PM 2.5),174244,365,Mean,mcg/m3,105106107,UHF34,South Bronx,Annual Average 2012,12/01/2011,10.15,
Fine particles (PM 2.5),174235,365,Mean,mcg/m3,408,UHF34,Jamaica,Annual Average 2012,12/01/2011,8.48,
Fine particles (PM 2.5),174230,365,Mean,mcg/m3,401,UHF34,Long Island City - Astoria,Annual Average 2012,12/01/2011,9.84,
Fine particles (PM 2.5),168458,365,Mean,mcg/m3,106,CD,Stuyvesant Town and Turtle Bay (CD6),Winter 2009-10,12/01/2009,13.03,
Fine particles (PM 2.5),168576,365,Mean,mcg/m3,106,CD,Stuyvesant Town and Turtle Bay (CD6),Winter 2011-12,12/01/2011,12.24,
Fine particles (PM 2.5),214113,365,Mean,mcg/m3,106,CD,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2014,12/01/2013,12.37,
Fine particles (PM 2.5),605922,365,Mean,mcg/m3,110,CD,Central Harlem (CD10),Summer 2018,06/01/2018,8.88,
Fine particles (PM 2.5),547626,365,Mean,mcg/m3,110,CD,Central Harlem (CD10),Summer 2017,06/01/2017,9.85,
Fine particles (PM 2.5),669578,365,Mean,mcg/m3,110,CD,Central Harlem (CD10),Summer 2020,06/01/2020,7.38,
Fine particles (PM 2.5),168464,365,Mean,mcg/m3,112,CD,Washington Heights and Inwood (CD12),Winter 2009-10,12/01/2009,12.24,
Fine particles (PM 2.5),168582,365,Mean,mcg/m3,112,CD,Washington Heights and Inwood (CD12),Winter 2011-12,12/01/2011,10.96,
Fine particles (PM 2.5),168578,365,Mean,mcg/m3,108,CD,Upper East Side (CD8),Winter 2011-12,12/01/2011,11.31,
Fine particles (PM 2.5),168460,365,Mean,mcg/m3,108,CD,Upper East Side (CD8),Winter 2009-10,12/01/2009,11.92,
Fine particles (PM 2.5),214115,365,Mean,mcg/m3,108,CD,Upper East Side (CD8),Annual Average 2014,12/01/2013,11.18,
Fine particles (PM 2.5),605916,365,Mean,mcg/m3,108,CD,Upper East Side (CD8),Summer 2018,06/01/2018,10.06,
Fine particles (PM 2.5),547622,365,Mean,mcg/m3,108,CD,Upper East Side (CD8),Winter 2016-17,12/01/2016,9.15,
Fine particles (PM 2.5),669572,365,Mean,mcg/m3,108,CD,Upper East Side (CD8),Summer 2020,06/01/2020,7.45,
Fine particles (PM 2.5),547668,365,Mean,mcg/m3,212,CD,Williamsbridge and Baychester (CD12),Summer 2017,06/01/2017,9.2,
Fine particles (PM 2.5),605964,365,Mean,mcg/m3,212,CD,Williamsbridge and Baychester (CD12),Summer 2018,06/01/2018,8.29,
Fine particles (PM 2.5),168488,365,Mean,mcg/m3,312,CD,Borough Park (CD12),Winter 2009-10,12/01/2009,10.09,
Fine particles (PM 2.5),168606,365,Mean,mcg/m3,312,CD,Borough Park (CD12),Winter 2011-12,12/01/2011,9.23,
Fine particles (PM 2.5),214143,365,Mean,mcg/m3,312,CD,Borough Park (CD12),Annual Average 2014,12/01/2013,8.89,
Fine particles (PM 2.5),177265,365,Mean,mcg/m3,101,UHF42,Kingsbridge - Riverdale,Winter 2011-12,12/01/2011,9.89,
Fine particles (PM 2.5),212920,365,Mean,mcg/m3,101,UHF42,Kingsbridge - Riverdale,Annual Average 2014,12/01/2013,9,
Fine particles (PM 2.5),547368,365,Mean,mcg/m3,101,UHF42,Kingsbridge - Riverdale,Summer 2017,06/01/2017,9.46,
Fine particles (PM 2.5),168639,365,Mean,mcg/m3,110,CD,Central Harlem (CD10),Winter 2012-13,12/01/2012,12.09,
Fine particles (PM 2.5),170232,365,Mean,mcg/m3,110,CD,Central Harlem (CD10),Annual Average 2010,12/01/2009,10.59,
Fine particles (PM 2.5),177855,365,Mean,mcg/m3,103,UHF42,Fordham - Bronx Pk,Summer 2011,06/01/2011,11.48,
Fine particles (PM 2.5),410742,365,Mean,mcg/m3,103,UHF42,Fordham - Bronx Pk,Summer 2016,06/01/2016,8.05,
Fine particles (PM 2.5),410741,365,Mean,mcg/m3,103,UHF42,Fordham - Bronx Pk,Winter 2015-16,12/01/2015,8.33,
Fine particles (PM 2.5),742168,365,Mean,mcg/m3,103,UHF42,Fordham - Bronx Pk,Winter 2020-21,12/01/2020,6.41,
Fine particles (PM 2.5),547686,365,Mean,mcg/m3,306,CD,Park Slope and Carroll Gardens (CD6),Summer 2017,06/01/2017,10.18,
Fine particles (PM 2.5),177196,365,Mean,mcg/m3,209,UHF42,Bensonhurst - Bay Ridge,Winter 2009-10,12/01/2009,9.49,
Fine particles (PM 2.5),177280,365,Mean,mcg/m3,209,UHF42,Bensonhurst - Bay Ridge,Winter 2011-12,12/01/2011,8.64,
Fine particles (PM 2.5),547413,365,Mean,mcg/m3,209,UHF42,Bensonhurst - Bay Ridge,Summer 2017,06/01/2017,8.52,
Fine particles (PM 2.5),669587,365,Mean,mcg/m3,201,CD,Mott Haven and Melrose (CD1),Summer 2020,06/01/2020,7.48,
Fine particles (PM 2.5),605764,365,Mean,mcg/m3,406,UHF42,Fresh Meadows,Winter 2017-18,12/01/2017,7.6,
Fine particles (PM 2.5),649859,365,Mean,mcg/m3,407,UHF34,Southwest Queens,Summer 2019,06/01/2019,7.54,
Fine particles (PM 2.5),742320,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Annual Average 2021,01/01/2021,6.44,
Fine particles (PM 2.5),742319,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Summer 2021,06/01/2021,8.3,
Fine particles (PM 2.5),605819,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Annual Average 2018,01/01/2018,7.04,
Fine particles (PM 2.5),669780,365,Mean,mcg/m3,302,UHF42,Central Harlem - Morningside Heights,Winter 2019-20,12/01/2019,7.56,
Fine particles (PM 2.5),649733,365,Mean,mcg/m3,306,UHF42,Chelsea - Clinton,Summer 2019,06/01/2019,11.24,
Fine particles (PM 2.5),742318,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Winter 2020-21,12/01/2020,6.65,
Fine particles (PM 2.5),410892,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Summer 2016,06/01/2016,8.12,
Fine particles (PM 2.5),173677,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Summer 2011,06/01/2011,11.42,
Fine particles (PM 2.5),173643,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Summer 2010,06/01/2010,11.81,
Fine particles (PM 2.5),669813,365,Mean,mcg/m3,202,UHF42,Downtown - Heights - Slope,Winter 2019-20,12/01/2019,8.55,
Fine particles (PM 2.5),649688,365,Mean,mcg/m3,202,UHF42,Downtown - Heights - Slope,Summer 2019,06/01/2019,8.9,
Fine particles (PM 2.5),177288,365,Mean,mcg/m3,306,UHF42,Chelsea - Clinton,Winter 2011-12,12/01/2011,12.42,
Fine particles (PM 2.5),174255,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Annual Average 2013,12/01/2012,8.6,
Fine particles (PM 2.5),173167,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Winter 2010-11,12/01/2010,12.62,
Fine particles (PM 2.5),173609,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Summer 2009,06/01/2009,10.81,
Fine particles (PM 2.5),168678,365,Mean,mcg/m3,407,CD,Flushing and Whitestone (CD7),Winter 2012-13,12/01/2012,9.94,
Fine particles (PM 2.5),334349,365,Mean,mcg/m3,414,CD,Rockaway and Broad Channel (CD14),Summer 2015,06/01/2015,8.28,
Fine particles (PM 2.5),650060,365,Mean,mcg/m3,414,CD,Rockaway and Broad Channel (CD14),Summer 2019,06/01/2019,7.02,
Fine particles (PM 2.5),669974,365,Mean,mcg/m3,414,CD,Rockaway and Broad Channel (CD14),Winter 2019-20,12/01/2019,6.12,
Fine particles (PM 2.5),170359,365,Mean,mcg/m3,207,CD,Kingsbridge Heights and Bedford (CD7),Annual Average 2012,12/01/2011,9.82,
Fine particles (PM 2.5),170389,365,Mean,mcg/m3,407,CD,Flushing and Whitestone (CD7),Annual Average 2012,12/01/2011,8.93,
Fine particles (PM 2.5),170396,365,Mean,mcg/m3,414,CD,Rockaway and Broad Channel (CD14),Annual Average 2012,12/01/2011,7.36,
Fine particles (PM 2.5),213791,365,Mean,mcg/m3,314,CD,Flatbush and Midwood (CD14),Winter 2013-14,12/01/2013,11.62,
Fine particles (PM 2.5),605986,365,Mean,mcg/m3,307,CD,Sunset Park (CD7),Winter 2017-18,12/01/2017,9.3,
Fine particles (PM 2.5),606061,365,Mean,mcg/m3,414,CD,Rockaway and Broad Channel (CD14),Winter 2017-18,12/01/2017,7,
Fine particles (PM 2.5),650059,365,Mean,mcg/m3,414,CD,Rockaway and Broad Channel (CD14),Annual Average 2019,01/01/2019,5.59,
Fine particles (PM 2.5),168449,365,Mean,mcg/m3,414,CD,Rockaway and Broad Channel (CD14),Winter 2008-09,12/01/2008,10.19,
Fine particles (PM 2.5),213809,365,Mean,mcg/m3,414,CD,Rockaway and Broad Channel (CD14),Winter 2013-14,12/01/2013,9.87,
Fine particles (PM 2.5),606040,365,Mean,mcg/m3,407,CD,Flushing and Whitestone (CD7),Winter 2017-18,12/01/2017,7.96,
Fine particles (PM 2.5),334110,365,Mean,mcg/m3,207,UHF34,East Flatbush - Flatbush,Winter 2014-15,12/01/2014,8.84,
Fine particles (PM 2.5),669779,365,Mean,mcg/m3,302,UHF42,Central Harlem - Morningside Heights,Summer 2020,06/01/2020,7.36,
Fine particles (PM 2.5),170262,365,Mean,mcg/m3,316,CD,Brownsville (CD16),Annual Average 2010,12/01/2009,10,
Fine particles (PM 2.5),177876,365,Mean,mcg/m3,306,UHF42,Chelsea - Clinton,Summer 2011,06/01/2011,14.24,
Fine particles (PM 2.5),177834,365,Mean,mcg/m3,306,UHF42,Chelsea - Clinton,Summer 2010,06/01/2010,14.8,
Fine particles (PM 2.5),177854,365,Mean,mcg/m3,102,UHF42,Northeast Bronx,Summer 2011,06/01/2011,11.39,
Fine particles (PM 2.5),177812,365,Mean,mcg/m3,102,UHF42,Northeast Bronx,Summer 2010,06/01/2010,11.83,
Fine particles (PM 2.5),410739,365,Mean,mcg/m3,102,UHF42,Northeast Bronx,Summer 2016,06/01/2016,7.93,
Fine particles (PM 2.5),410738,365,Mean,mcg/m3,102,UHF42,Northeast Bronx,Winter 2015-16,12/01/2015,8.31,
Fine particles (PM 2.5),547685,365,Mean,mcg/m3,305,CD,East New York and Starrett City (CD5),Winter 2016-17,12/01/2016,8.09,
Fine particles (PM 2.5),168469,365,Mean,mcg/m3,205,CD,Fordham and University Heights (CD5),Winter 2009-10,12/01/2009,12.84,
Fine particles (PM 2.5),168587,365,Mean,mcg/m3,205,CD,Fordham and University Heights (CD5),Winter 2011-12,12/01/2011,11.43,
Fine particles (PM 2.5),214124,365,Mean,mcg/m3,205,CD,Fordham and University Heights (CD5),Annual Average 2014,12/01/2013,10.07,
Fine particles (PM 2.5),547649,365,Mean,mcg/m3,205,CD,Fordham and University Heights (CD5),Winter 2016-17,12/01/2016,8.72,
Fine particles (PM 2.5),547647,365,Mean,mcg/m3,205,CD,Fordham and University Heights (CD5),Summer 2017,06/01/2017,10.24,
Fine particles (PM 2.5),605943,365,Mean,mcg/m3,205,CD,Fordham and University Heights (CD5),Summer 2018,06/01/2018,9.04,
Fine particles (PM 2.5),669858,365,Mean,mcg/m3,205,CD,Fordham and University Heights (CD5),Summer 2020,06/01/2020,7.3,
Fine particles (PM 2.5),211979,365,Mean,mcg/m3,401,UHF34,Long Island City - Astoria,Summer 2014,06/01/2014,9.59,
Fine particles (PM 2.5),174128,365,Mean,mcg/m3,401,UHF34,Long Island City - Astoria,Annual Average 2009,12/01/2008,11.4,
Fine particles (PM 2.5),334135,365,Mean,mcg/m3,401,UHF34,Long Island City - Astoria,Annual Average 2015,01/01/2015,9.78,
Fine particles (PM 2.5),669655,365,Mean,mcg/m3,401,UHF34,Long Island City - Astoria,Annual Average 2020,01/01/2020,6.83,
Fine particles (PM 2.5),174186,365,Mean,mcg/m3,206,UHF34,Borough Park,Annual Average 2011,12/01/2010,10.07,
Fine particles (PM 2.5),211969,365,Mean,mcg/m3,206,UHF34,Borough Park,Summer 2014,06/01/2014,8.6,
Fine particles (PM 2.5),334105,365,Mean,mcg/m3,206,UHF34,Borough Park,Annual Average 2015,01/01/2015,8.44,
Fine particles (PM 2.5),173642,365,Mean,mcg/m3,206,UHF34,Borough Park,Summer 2010,06/01/2010,11.73,
Fine particles (PM 2.5),173676,365,Mean,mcg/m3,206,UHF34,Borough Park,Summer 2011,06/01/2011,11.34,
Fine particles (PM 2.5),410889,365,Mean,mcg/m3,206,UHF34,Borough Park,Summer 2016,06/01/2016,8.08,
Fine particles (PM 2.5),742315,365,Mean,mcg/m3,206,UHF34,Borough Park,Winter 2020-21,12/01/2020,6.65,
Fine particles (PM 2.5),173166,365,Mean,mcg/m3,206,UHF34,Borough Park,Winter 2010-11,12/01/2010,12.54,
Fine particles (PM 2.5),173608,365,Mean,mcg/m3,206,UHF34,Borough Park,Summer 2009,06/01/2009,10.77,
Fine particles (PM 2.5),334107,365,Mean,mcg/m3,206,UHF34,Borough Park,Winter 2014-15,12/01/2014,8.7,
Fine particles (PM 2.5),547522,365,Mean,mcg/m3,206,UHF34,Borough Park,Annual Average 2017,01/01/2017,7.27,
Fine particles (PM 2.5),742317,365,Mean,mcg/m3,206,UHF34,Borough Park,Annual Average 2021,01/01/2021,6.43,
Fine particles (PM 2.5),168579,365,Mean,mcg/m3,109,CD,Morningside Heights and Hamilton Heights (CD9),Winter 2011-12,12/01/2011,10.97,
Fine particles (PM 2.5),214116,365,Mean,mcg/m3,109,CD,Morningside Heights and Hamilton Heights (CD9),Annual Average 2014,12/01/2013,9.77,
Fine particles (PM 2.5),547623,365,Mean,mcg/m3,109,CD,Morningside Heights and Hamilton Heights (CD9),Summer 2017,06/01/2017,10,
Fine particles (PM 2.5),169559,365,Mean,mcg/m3,403,CD,Jackson Heights (CD3),Summer 2013,06/01/2013,10,
Fine particles (PM 2.5),411049,365,Mean,mcg/m3,304,CD,Bushwick (CD4),Annual Average 2016,12/31/2015,8.07,
Fine particles (PM 2.5),605975,365,Mean,mcg/m3,304,CD,Bushwick (CD4),Annual Average 2018,01/01/2018,7.51,
Fine particles (PM 2.5),742475,365,Mean,mcg/m3,304,CD,Bushwick (CD4),Summer 2021,06/01/2021,8.78,
Fine particles (PM 2.5),605972,365,Mean,mcg/m3,303,CD,Bedford Stuyvesant (CD3),Annual Average 2018,01/01/2018,7.38,
Fine particles (PM 2.5),742472,365,Mean,mcg/m3,303,CD,Bedford Stuyvesant (CD3),Summer 2021,06/01/2021,8.77,
Fine particles (PM 2.5),168514,365,Mean,mcg/m3,103,CD,Lower East Side and Chinatown (CD3),Winter 2010-11,12/01/2010,13.85,
Fine particles (PM 2.5),169281,365,Mean,mcg/m3,103,CD,Lower East Side and Chinatown (CD3),Summer 2009,06/01/2009,12.04,
Fine particles (PM 2.5),170414,365,Mean,mcg/m3,203,CD,Morrisania and Crotona (CD3),Annual Average 2013,12/01/2012,9.4,
Fine particles (PM 2.5),334227,365,Mean,mcg/m3,203,CD,Morrisania and Crotona (CD3),Winter 2014-15,12/01/2014,10.26,
Fine particles (PM 2.5),547642,365,Mean,mcg/m3,203,CD,Morrisania and Crotona (CD3),Annual Average 2017,01/01/2017,7.87,
Fine particles (PM 2.5),649768,365,Mean,mcg/m3,408,UHF42,Jamaica,Annual Average 2019,01/01/2019,6.24,
Fine particles (PM 2.5),605770,365,Mean,mcg/m3,408,UHF42,Jamaica,Winter 2017-18,12/01/2017,7.71,
Fine particles (PM 2.5),212703,365,Mean,mcg/m3,408,UHF42,Jamaica,Winter 2013-14,12/01/2013,10.93,
Fine particles (PM 2.5),212702,365,Mean,mcg/m3,407,UHF42,Southwest Queens,Winter 2013-14,12/01/2013,10.95,
Fine particles (PM 2.5),177174,365,Mean,mcg/m3,408,UHF42,Jamaica,Winter 2008-09,12/01/2008,12.69,
Fine particles (PM 2.5),669645,365,Mean,mcg/m3,405,UHF34,Ridgewood - Forest Hills,Winter 2019-20,12/01/2019,7.7,
Fine particles (PM 2.5),173245,365,Mean,mcg/m3,402,UHF34,West Queens,Winter 2012-13,12/01/2012,10.76,
Fine particles (PM 2.5),334139,365,Mean,mcg/m3,402,UHF34,West Queens,Summer 2015,06/01/2015,9.98,
Fine particles (PM 2.5),649850,365,Mean,mcg/m3,402,UHF34,West Queens,Summer 2019,06/01/2019,8.61,
Fine particles (PM 2.5),669651,365,Mean,mcg/m3,402,UHF34,West Queens,Winter 2019-20,12/01/2019,8.24,
Fine particles (PM 2.5),547540,365,Mean,mcg/m3,301,UHF34,Washington Heights,Annual Average 2017,01/01/2017,7.79,
Fine particles (PM 2.5),742335,365,Mean,mcg/m3,301,UHF34,Washington Heights,Annual Average 2021,01/01/2021,6.86,
Fine particles (PM 2.5),173173,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Winter 2010-11,12/01/2010,14.35,
Fine particles (PM 2.5),173615,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Summer 2009,06/01/2009,11.36,
Fine particles (PM 2.5),174261,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Annual Average 2013,12/01/2012,9.7,
Fine particles (PM 2.5),547543,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Annual Average 2017,01/01/2017,7.93,
Fine particles (PM 2.5),605834,365,Mean,mcg/m3,301,UHF34,Washington Heights,Annual Average 2018,01/01/2018,7.32,
Fine particles (PM 2.5),742334,365,Mean,mcg/m3,301,UHF34,Washington Heights,Summer 2021,06/01/2021,8.83,
Fine particles (PM 2.5),173751,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Summer 2013,06/01/2013,10.76,
Fine particles (PM 2.5),410911,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Annual Average 2016,12/31/2015,7.95,
Fine particles (PM 2.5),742337,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Summer 2021,06/01/2021,8.77,
Fine particles (PM 2.5),605801,365,Mean,mcg/m3,201,UHF34,Greenpoint,Annual Average 2018,01/01/2018,8.72,
Fine particles (PM 2.5),742301,365,Mean,mcg/m3,201,UHF34,Greenpoint,Summer 2021,06/01/2021,9.63,
Fine particles (PM 2.5),410906,365,Mean,mcg/m3,301,UHF34,Washington Heights,Winter 2015-16,12/01/2015,8.5,
Fine particles (PM 2.5),410907,365,Mean,mcg/m3,301,UHF34,Washington Heights,Summer 2016,06/01/2016,8.45,
Fine particles (PM 2.5),742333,365,Mean,mcg/m3,301,UHF34,Washington Heights,Winter 2020-21,12/01/2020,6.81,
Fine particles (PM 2.5),547556,365,Mean,mcg/m3,402,UHF34,West Queens,Winter 2016-17,12/01/2016,8.48,
Fine particles (PM 2.5),669650,365,Mean,mcg/m3,402,UHF34,West Queens,Summer 2020,06/01/2020,7.37,
Fine particles (PM 2.5),605835,365,Mean,mcg/m3,301,UHF34,Washington Heights,Summer 2018,06/01/2018,8.65,
Fine particles (PM 2.5),547541,365,Mean,mcg/m3,301,UHF34,Washington Heights,Winter 2016-17,12/01/2016,8.17,
Fine particles (PM 2.5),334123,365,Mean,mcg/m3,301,UHF34,Washington Heights,Annual Average 2015,01/01/2015,9.36,
Fine particles (PM 2.5),174125,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Annual Average 2009,12/01/2008,11.6,
Fine particles (PM 2.5),174193,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Annual Average 2011,12/01/2010,11.13,
Fine particles (PM 2.5),334126,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Annual Average 2015,01/01/2015,9.36,
Fine particles (PM 2.5),211976,365,Mean,mcg/m3,302,UHF34,Central Harlem - Morningside Heights,Summer 2014,06/01/2014,9.12,
